post_type,post_title,post_name,sku,post_parent,post_parent_sku,attribute:pa_color,attribute_data:pa_color,_woodmart_swatch_color,images
product,Acrylit-ST палітра AK,palette-ak,AK-PALETTE,,,"AK 1101,AK 1102,AK 1103,AK 1106,AK 1141,AK 1146,AK 1147,AK 1148,AK 1149,AK 1151,AK 1152,AK 1153,AK 1156,AK 1157,AK 1158,AK 1161,AK 1162,AK 1164,AK 1165,AK 1166,AK 1171,AK 1172,AK 1173,AK 1174,AK 1176,AK 1177,AK 1181,AK 1182,AK 1183,AK 1184,AK 1186,AK 1187,AK 1188,AK 1189,AK 1190,AK 1196,AK 1201,AK 1202,AK 1206,AK 1207,AK 1208,AK 1209,AK 1213,AK 1214,AK 1216,AK 1217,AK 1218,AK 1219,AK 1220,AK 1222,AK 1223,AK 1224,AK 1226,AK 1227,AK 1228,AK 1229,AK 1230,AK 1237,AK 1238,AK 1239,AK 1240,AK 1242,AK 1243,AK 1246,AK 1247,AK 1248,AK 1249,AK 1250,AK 1251,AK 1252,AK 1253,AK 1254,AK 1255,AK 1256,AK 1257,AK 1258,AK 1259,AK 1261,AK 1262,AK 1263,AK 1264,AK 1265,AK 1266,AK 1267,AK 1268,AK 1269,AK 1270,AK 1271,AK 1272,AK 1273,AK 1274,AK 1281,AK 1282,AK 1283,AK 1284,AK 1285,AK 1286,AK 1287,AK 1288,AK 1289,AK 1290,AK 1291,AK 1292,AK 1293,AK 1294,AK 1295,AK 1296,AK 1297,AK 1298,AK 1299,AK 1300,AK 1301,AK 1302,AK 1303,AK 1304,AK 1305,AK 1306,AK 1311,AK 1312,AK 1313,AK 1314,AK 1316,AK 1317,AK 1318,AK 1319,AK 1320,AK 1321,AK 1322,AK 1323,AK 1324,AK 1325",1,,
product_variation,AK 1101,ak-1101,AK-1101,,AK-PALETTE,AK 1101,1,#ebdec8,
product_variation,AK 1102,ak-1102,AK-1102,,AK-PALETTE,AK 1102,1,#ecdfb3,
product_variation,AK 1103,ak-1103,AK-1103,,AK-PALETTE,AK 1103,1,#f1dea6,
product_variation,AK 1106,ak-1106,AK-1106,,AK-PALETTE,AK 1106,1,#ede2be,
product_variation,AK 1141,ak-1141,AK-1141,,AK-PALETTE,AK 1141,1,#c07c6f,
product_variation,AK 1146,ak-1146,AK-1146,,AK-PALETTE,AK 1146,1,#ecdaba,
product_variation,AK 1147,ak-1147,AK-1147,,AK-PALETTE,AK 1147,1,#e9d8b7,
product_variation,AK 1148,ak-1148,AK-1148,,AK-PALETTE,AK 1148,1,#e6cea4,
product_variation,AK 1149,ak-1149,AK-1149,,AK-PALETTE,AK 1149,1,#e5c893,
product_variation,AK 1151,ak-1151,AK-1151,,AK-PALETTE,AK 1151,1,#f0e7d4,
product_variation,AK 1152,ak-1152,AK-1152,,AK-PALETTE,AK 1152,1,#ebe1cd,
product_variation,AK 1153,ak-1153,AK-1153,,AK-PALETTE,AK 1153,1,#eee1c3,
product_variation,AK 1156,ak-1156,AK-1156,,AK-PALETTE,AK 1156,1,#e4d5b7,
product_variation,AK 1157,ak-1157,AK-1157,,AK-PALETTE,AK 1157,1,#e6d5b1,
product_variation,AK 1158,ak-1158,AK-1158,,AK-PALETTE,AK 1158,1,#eed7a6,
product_variation,AK 1161,ak-1161,AK-1161,,AK-PALETTE,AK 1161,1,#eee4d0,
product_variation,AK 1162,ak-1162,AK-1162,,AK-PALETTE,AK 1162,1,#e9dec6,
product_variation,AK 1164,ak-1164,AK-1164,,AK-PALETTE,AK 1164,1,#eed3a8,
product_variation,AK 1165,ak-1165,AK-1165,,AK-PALETTE,AK 1165,1,#eecc99,
product_variation,AK 1166,ak-1166,AK-1166,,AK-PALETTE,AK 1166,1,#efddbd,
product_variation,AK 1171,ak-1171,AK-1171,,AK-PALETTE,AK 1171,1,#efe0cd,
product_variation,AK 1172,ak-1172,AK-1172,,AK-PALETTE,AK 1172,1,#f0dcc8,
product_variation,AK 1173,ak-1173,AK-1173,,AK-PALETTE,AK 1173,1,#f2d8be,
product_variation,AK 1174,ak-1174,AK-1174,,AK-PALETTE,AK 1174,1,#f5ca9b,
product_variation,AK 1176,ak-1176,AK-1176,,AK-PALETTE,AK 1176,1,#f2e9dd,
product_variation,AK 1177,ak-1177,AK-1177,,AK-PALETTE,AK 1177,1,#edddc6,
product_variation,AK 1181,ak-1181,AK-1181,,AK-PALETTE,AK 1181,1,#eedcc8,
product_variation,AK 1182,ak-1182,AK-1182,,AK-PALETTE,AK 1182,1,#ecd5c3,
product_variation,AK 1183,ak-1183,AK-1183,,AK-PALETTE,AK 1183,1,#eacfb8,
product_variation,AK 1184,ak-1184,AK-1184,,AK-PALETTE,AK 1184,1,#e9c5aa,
product_variation,AK 1186,ak-1186,AK-1186,,AK-PALETTE,AK 1186,1,#eddcd0,
product_variation,AK 1187,ak-1187,AK-1187,,AK-PALETTE,AK 1187,1,#e8cfbf,
product_variation,AK 1188,ak-1188,AK-1188,,AK-PALETTE,AK 1188,1,#e9c1aa,
product_variation,AK 1189,ak-1189,AK-1189,,AK-PALETTE,AK 1189,1,#e7b396,
product_variation,AK 1190,ak-1190,AK-1190,,AK-PALETTE,AK 1190,1,#e3ad8f,
product_variation,AK 1196,ak-1196,AK-1196,,AK-PALETTE,AK 1196,1,#eae6c0,
product_variation,AK 1201,ak-1201,AK-1201,,AK-PALETTE,AK 1201,1,#ede8cd,
product_variation,AK 1202,ak-1202,AK-1202,,AK-PALETTE,AK 1202,1,#e7e3c1,
product_variation,AK 1206,ak-1206,AK-1206,,AK-PALETTE,AK 1206,1,#ebe5d2,
product_variation,AK 1207,ak-1207,AK-1207,,AK-PALETTE,AK 1207,1,#e6dfca,
product_variation,AK 1208,ak-1208,AK-1208,,AK-PALETTE,AK 1208,1,#ece1c5,
product_variation,AK 1209,ak-1209,AK-1209,,AK-PALETTE,AK 1209,1,#e8dcb6,
product_variation,AK 1213,ak-1213,AK-1213,,AK-PALETTE,AK 1213,1,#e4dfce,
product_variation,AK 1214,ak-1214,AK-1214,,AK-PALETTE,AK 1214,1,#e4e0c4,
product_variation,AK 1216,ak-1216,AK-1216,,AK-PALETTE,AK 1216,1,#eae8de,
product_variation,AK 1217,ak-1217,AK-1217,,AK-PALETTE,AK 1217,1,#d8d4c5,
product_variation,AK 1218,ak-1218,AK-1218,,AK-PALETTE,AK 1218,1,#e4dccb,
product_variation,AK 1219,ak-1219,AK-1219,,AK-PALETTE,AK 1219,1,#c9cab6,
product_variation,AK 1220,ak-1220,AK-1220,,AK-PALETTE,AK 1220,1,#b1b296,
product_variation,AK 1222,ak-1222,AK-1222,,AK-PALETTE,AK 1222,1,#e2d8ca,
product_variation,AK 1223,ak-1223,AK-1223,,AK-PALETTE,AK 1223,1,#e6d3c4,
product_variation,AK 1224,ak-1224,AK-1224,,AK-PALETTE,AK 1224,1,#e1c7ae,
product_variation,AK 1226,ak-1226,AK-1226,,AK-PALETTE,AK 1226,1,#eae1d3,
product_variation,AK 1227,ak-1227,AK-1227,,AK-PALETTE,AK 1227,1,#e4d8c5,
product_variation,AK 1228,ak-1228,AK-1228,,AK-PALETTE,AK 1228,1,#e3d1c1,
product_variation,AK 1229,ak-1229,AK-1229,,AK-PALETTE,AK 1229,1,#e0c0a9,
product_variation,AK 1230,ak-1230,AK-1230,,AK-PALETTE,AK 1230,1,#d8b194,
product_variation,AK 1237,ak-1237,AK-1237,,AK-PALETTE,AK 1237,1,#c3c4bf,
product_variation,AK 1238,ak-1238,AK-1238,,AK-PALETTE,AK 1238,1,#bbbbb5,
product_variation,AK 1239,ak-1239,AK-1239,,AK-PALETTE,AK 1239,1,#a8aca7,
product_variation,AK 1240,ak-1240,AK-1240,,AK-PALETTE,AK 1240,1,#9ea19c,
product_variation,AK 1242,ak-1242,AK-1242,,AK-PALETTE,AK 1242,1,#d3d1cd,
product_variation,AK 1243,ak-1243,AK-1243,,AK-PALETTE,AK 1243,1,#c3c4bf,
product_variation,AK 1246,ak-1246,AK-1246,,AK-PALETTE,AK 1246,1,#dcd9d4,
product_variation,AK 1247,ak-1247,AK-1247,,AK-PALETTE,AK 1247,1,#d2cec7,
product_variation,AK 1248,ak-1248,AK-1248,,AK-PALETTE,AK 1248,1,#c1bdba,
product_variation,AK 1249,ak-1249,AK-1249,,AK-PALETTE,AK 1249,1,#adaeaa,
product_variation,AK 1250,ak-1250,AK-1250,,AK-PALETTE,AK 1250,1,#9fa09e,
product_variation,AK 1251,ak-1251,AK-1251,,AK-PALETTE,AK 1251,1,#ddd5d1,
product_variation,AK 1252,ak-1252,AK-1252,,AK-PALETTE,AK 1252,1,#ccc4c0,
product_variation,AK 1253,ak-1253,AK-1253,,AK-PALETTE,AK 1253,1,#bebab7,
product_variation,AK 1254,ak-1254,AK-1254,,AK-PALETTE,AK 1254,1,#b5b2b1,
product_variation,AK 1255,ak-1255,AK-1255,,AK-PALETTE,AK 1255,1,#9f9d9a,
product_variation,AK 1256,ak-1256,AK-1256,,AK-PALETTE,AK 1256,1,#d7d0cd,
product_variation,AK 1257,ak-1257,AK-1257,,AK-PALETTE,AK 1257,1,#d2cac6,
product_variation,AK 1258,ak-1258,AK-1258,,AK-PALETTE,AK 1258,1,#c1bdb6,
product_variation,AK 1259,ak-1259,AK-1259,,AK-PALETTE,AK 1259,1,#b2aca8,
product_variation,AK 1261,ak-1261,AK-1261,,AK-PALETTE,AK 1261,1,#e9e0da,
product_variation,AK 1262,ak-1262,AK-1262,,AK-PALETTE,AK 1262,1,#d3cec3,
product_variation,AK 1263,ak-1263,AK-1263,,AK-PALETTE,AK 1263,1,#cfc4bb,
product_variation,AK 1264,ak-1264,AK-1264,,AK-PALETTE,AK 1264,1,#bcaea2,
product_variation,AK 1265,ak-1265,AK-1265,,AK-PALETTE,AK 1265,1,#a99b8d,
product_variation,AK 1266,ak-1266,AK-1266,,AK-PALETTE,AK 1266,1,#d7d6d5,
product_variation,AK 1267,ak-1267,AK-1267,,AK-PALETTE,AK 1267,1,#c9c6be,
product_variation,AK 1268,ak-1268,AK-1268,,AK-PALETTE,AK 1268,1,#c1bdb6,
product_variation,AK 1269,ak-1269,AK-1269,,AK-PALETTE,AK 1269,1,#b1b0a9,
product_variation,AK 1270,ak-1270,AK-1270,,AK-PALETTE,AK 1270,1,#9d9b92,
product_variation,AK 1271,ak-1271,AK-1271,,AK-PALETTE,AK 1271,1,#b0b0b0,
product_variation,AK 1272,ak-1272,AK-1272,,AK-PALETTE,AK 1272,1,#999896,
product_variation,AK 1273,ak-1273,AK-1273,,AK-PALETTE,AK 1273,1,#888888,
product_variation,AK 1274,ak-1274,AK-1274,,AK-PALETTE,AK 1274,1,#5e6162,
product_variation,AK 1281,ak-1281,AK-1281,,AK-PALETTE,AK 1281,1,#e6ded0,
product_variation,AK 1282,ak-1282,AK-1282,,AK-PALETTE,AK 1282,1,#e2d9c7,
product_variation,AK 1283,ak-1283,AK-1283,,AK-PALETTE,AK 1283,1,#e7d0bd,
product_variation,AK 1284,ak-1284,AK-1284,,AK-PALETTE,AK 1284,1,#ddc1a8,
product_variation,AK 1285,ak-1285,AK-1285,,AK-PALETTE,AK 1285,1,#caae94,
product_variation,AK 1286,ak-1286,AK-1286,,AK-PALETTE,AK 1286,1,#e8dacf,
product_variation,AK 1287,ak-1287,AK-1287,,AK-PALETTE,AK 1287,1,#e3d4c8,
product_variation,AK 1288,ak-1288,AK-1288,,AK-PALETTE,AK 1288,1,#d8c6b6,
product_variation,AK 1289,ak-1289,AK-1289,,AK-PALETTE,AK 1289,1,#c7b2a2,
product_variation,AK 1290,ak-1290,AK-1290,,AK-PALETTE,AK 1290,1,#b49f8d,
product_variation,AK 1291,ak-1291,AK-1291,,AK-PALETTE,AK 1291,1,#e5d7cc,
product_variation,AK 1292,ak-1292,AK-1292,,AK-PALETTE,AK 1292,1,#efdfd7,
product_variation,AK 1293,ak-1293,AK-1293,,AK-PALETTE,AK 1293,1,#d8c9c0,
product_variation,AK 1294,ak-1294,AK-1294,,AK-PALETTE,AK 1294,1,#cdb3aa,
product_variation,AK 1295,ak-1295,AK-1295,,AK-PALETTE,AK 1295,1,#b39b90,
product_variation,AK 1296,ak-1296,AK-1296,,AK-PALETTE,AK 1296,1,#e5d3cb,
product_variation,AK 1297,ak-1297,AK-1297,,AK-PALETTE,AK 1297,1,#decac3,
product_variation,AK 1298,ak-1298,AK-1298,,AK-PALETTE,AK 1298,1,#dbc0b7,
product_variation,AK 1299,ak-1299,AK-1299,,AK-PALETTE,AK 1299,1,#c8aa9e,
product_variation,AK 1300,ak-1300,AK-1300,,AK-PALETTE,AK 1300,1,#b39489,
product_variation,AK 1301,ak-1301,AK-1301,,AK-PALETTE,AK 1301,1,#d5cfd5,
product_variation,AK 1302,ak-1302,AK-1302,,AK-PALETTE,AK 1302,1,#b8b7bf,
product_variation,AK 1303,ak-1303,AK-1303,,AK-PALETTE,AK 1303,1,#a8aab7,
product_variation,AK 1304,ak-1304,AK-1304,,AK-PALETTE,AK 1304,1,#9c9ca8,
product_variation,AK 1305,ak-1305,AK-1305,,AK-PALETTE,AK 1305,1,#828593,
product_variation,AK 1306,ak-1306,AK-1306,,AK-PALETTE,AK 1306,1,#d1dcd9,
product_variation,AK 1311,ak-1311,AK-1311,,AK-PALETTE,AK 1311,1,#d5dbd5,
product_variation,AK 1312,ak-1312,AK-1312,,AK-PALETTE,AK 1312,1,#c3cec7,
product_variation,AK 1313,ak-1313,AK-1313,,AK-PALETTE,AK 1313,1,#b9cac4,
product_variation,AK 1314,ak-1314,AK-1314,,AK-PALETTE,AK 1314,1,#aabcb8,
product_variation,AK 1316,ak-1316,AK-1316,,AK-PALETTE,AK 1316,1,#bcd6d8,
product_variation,AK 1317,ak-1317,AK-1317,,AK-PALETTE,AK 1317,1,#accccf,
product_variation,AK 1318,ak-1318,AK-1318,,AK-PALETTE,AK 1318,1,#a6c6c9,
product_variation,AK 1319,ak-1319,AK-1319,,AK-PALETTE,AK 1319,1,#94bdc4,
product_variation,AK 1320,ak-1320,AK-1320,,AK-PALETTE,AK 1320,1,#7cadba,
product_variation,AK 1321,ak-1321,AK-1321,,AK-PALETTE,AK 1321,1,#c2d5d6,
product_variation,AK 1322,ak-1322,AK-1322,,AK-PALETTE,AK 1322,1,#bdd2d3,
product_variation,AK 1323,ak-1323,AK-1323,,AK-PALETTE,AK 1323,1,#96c8da,
product_variation,AK 1324,ak-1324,AK-1324,,AK-PALETTE,AK 1324,1,#65b8d6,
product_variation,AK 1325,ak-1325,AK-1325,,AK-PALETTE,AK 1325,1,#52aad3,
product,Acrylit-ST палітра BK,palette-bk,BK-PALETTE,,,"BK 1104,BK 1105,BK 1107,BK 1108,BK 1109,BK 1110,BK 1111,BK 1112,BK 1116,BK 1117,BK 1131,BK 1132,BK 1142,BK 1143,BK 1150,BK 1154,BK 1155,BK 1160,BK 1167,BK 1168,BK 1169,BK 1175,BK 1178,BK 1179,BK 1180,BK 1185,BK 1192,BK 1193,BK 1194,BK 1197,BK 1198,BK 1203,BK 1204,BK 1210,BK 1215,BK 1231,BK 1232,BK 1234,BK 1236,BK 1244,BK 1245,BK 1275,BK 1277,BK 1278,BK 1280,BK 1307,BK 1308,BK 1309,BK 1315",1,,
product_variation,BK 1104,bk-1104,BK-1104,,BK-PALETTE,BK 1104,1,#f5de94,
product_variation,BK 1105,bk-1105,BK-1105,,BK-PALETTE,BK 1105,1,#efda77,
product_variation,BK 1107,bk-1107,BK-1107,,BK-PALETTE,BK 1107,1,#ecdfb3,
product_variation,BK 1108,bk-1108,BK-1108,,BK-PALETTE,BK 1108,1,#eedfaa,
product_variation,BK 1109,bk-1109,BK-1109,,BK-PALETTE,BK 1109,1,#f1df98,
product_variation,BK 1110,bk-1110,BK-1110,,BK-PALETTE,BK 1110,1,#f5de8e,
product_variation,BK 1111,bk-1111,BK-1111,,BK-PALETTE,BK 1111,1,#efdc92,
product_variation,BK 1112,bk-1112,BK-1112,,BK-PALETTE,BK 1112,1,#efd97f,
product_variation,BK 1116,bk-1116,BK-1116,,BK-PALETTE,BK 1116,1,#f0d895,
product_variation,BK 1117,bk-1117,BK-1117,,BK-PALETTE,BK 1117,1,#f4d781,
product_variation,BK 1131,bk-1131,BK-1131,,BK-PALETTE,BK 1131,1,#e4b08a,
product_variation,BK 1132,bk-1132,BK-1132,,BK-PALETTE,BK 1132,1,#db9a62,
product_variation,BK 1142,bk-1142,BK-1142,,BK-PALETTE,BK 1142,1,#be796b,
product_variation,BK 1143,bk-1143,BK-1143,,BK-PALETTE,BK 1143,1,#b25f53,
product_variation,BK 1150,bk-1150,BK-1150,,BK-PALETTE,BK 1150,1,#dfbf88,
product_variation,BK 1154,bk-1154,BK-1154,,BK-PALETTE,BK 1154,1,#ebd8ac,
product_variation,BK 1155,bk-1155,BK-1155,,BK-PALETTE,BK 1155,1,#e7cb92,
product_variation,BK 1160,bk-1160,BK-1160,,BK-PALETTE,BK 1160,1,#f0cc8d,
product_variation,BK 1167,bk-1167,BK-1167,,BK-PALETTE,BK 1167,1,#efd6b0,
product_variation,BK 1168,bk-1168,BK-1168,,BK-PALETTE,BK 1168,1,#efcb9d,
product_variation,BK 1169,bk-1169,BK-1169,,BK-PALETTE,BK 1169,1,#eec592,
product_variation,BK 1175,bk-1175,BK-1175,,BK-PALETTE,BK 1175,1,#f6c192,
product_variation,BK 1178,bk-1178,BK-1178,,BK-PALETTE,BK 1178,1,#f2d5b2,
product_variation,BK 1179,bk-1179,BK-1179,,BK-PALETTE,BK 1179,1,#f2d1ad,
product_variation,BK 1180,bk-1180,BK-1180,,BK-PALETTE,BK 1180,1,#f6cca3,
product_variation,BK 1185,bk-1185,BK-1185,,BK-PALETTE,BK 1185,1,#e9bda1,
product_variation,BK 1192,bk-1192,BK-1192,,BK-PALETTE,BK 1192,1,#cdd1b0,
product_variation,BK 1193,bk-1193,BK-1193,,BK-PALETTE,BK 1193,1,#bbbe96,
product_variation,BK 1194,bk-1194,BK-1194,,BK-PALETTE,BK 1194,1,#acb185,
product_variation,BK 1197,bk-1197,BK-1197,,BK-PALETTE,BK 1197,1,#dcd9ad,
product_variation,BK 1198,bk-1198,BK-1198,,BK-PALETTE,BK 1198,1,#d4d49e,
product_variation,BK 1203,bk-1203,BK-1203,,BK-PALETTE,BK 1203,1,#e3e2b3,
product_variation,BK 1204,bk-1204,BK-1204,,BK-PALETTE,BK 1204,1,#e0e4a3,
product_variation,BK 1210,bk-1210,BK-1210,,BK-PALETTE,BK 1210,1,#e7dda7,
product_variation,BK 1215,bk-1215,BK-1215,,BK-PALETTE,BK 1215,1,#e0dab5,
product_variation,BK 1231,bk-1231,BK-1231,,BK-PALETTE,BK 1231,1,#aa836e,
product_variation,BK 1232,bk-1232,BK-1232,,BK-PALETTE,BK 1232,1,#a57d67,
product_variation,BK 1234,bk-1234,BK-1234,,BK-PALETTE,BK 1234,1,#83644c,
product_variation,BK 1236,bk-1236,BK-1236,,BK-PALETTE,BK 1236,1,#edeae5,
product_variation,BK 1244,bk-1244,BK-1244,,BK-PALETTE,BK 1244,1,#a9aba9,
product_variation,BK 1245,bk-1245,BK-1245,,BK-PALETTE,BK 1245,1,#979c9a,
product_variation,BK 1275,bk-1275,BK-1275,,BK-PALETTE,BK 1275,1,#5e6162,
product_variation,BK 1277,bk-1277,BK-1277,,BK-PALETTE,BK 1277,1,#917267,
product_variation,BK 1278,bk-1278,BK-1278,,BK-PALETTE,BK 1278,1,#87685a,
product_variation,BK 1280,bk-1280,BK-1280,,BK-PALETTE,BK 1280,1,#664f45,
product_variation,BK 1307,bk-1307,BK-1307,,BK-PALETTE,BK 1307,1,#c4d1ce,
product_variation,BK 1308,bk-1308,BK-1308,,BK-PALETTE,BK 1308,1,#b4c7c8,
product_variation,BK 1309,bk-1309,BK-1309,,BK-PALETTE,BK 1309,1,#a8c0c0,
product_variation,BK 1315,bk-1315,BK-1315,,BK-PALETTE,BK 1315,1,#98b0aa,
product,Acrylit-ST палітра CK,palette-ck,CK-PALETTE,,,"CK 1113,CK 1118,CK 1121,CK 1126,CK 1144,CK 1170,CK 1195,CK 1199,CK 1205,CK 1233,CK 1276,CK 1310",1,,
product_variation,CK 1113,ck-1113,CK-1113,,CK-PALETTE,CK 1113,1,#e8d159,
product_variation,CK 1118,ck-1118,CK-1118,,CK-PALETTE,CK 1118,1,#f2d167,
product_variation,CK 1121,ck-1121,CK-1121,,CK-PALETTE,CK 1121,1,#edca79,
product_variation,CK 1126,ck-1126,CK-1126,,CK-PALETTE,CK 1126,1,#f3bb89,
product_variation,CK 1144,ck-1144,CK-1144,,CK-PALETTE,CK 1144,1,#a95348,
product_variation,CK 1170,ck-1170,CK-1170,,CK-PALETTE,CK 1170,1,#eabb82,
product_variation,CK 1195,ck-1195,CK-1195,,CK-PALETTE,CK 1195,1,#a4a978,
product_variation,CK 1199,ck-1199,CK-1199,,CK-PALETTE,CK 1199,1,#cbcd8a,
product_variation,CK 1205,ck-1205,CK-1205,,CK-PALETTE,CK 1205,1,#e0e193,
product_variation,CK 1233,ck-1233,CK-1233,,CK-PALETTE,CK 1233,1,#8c6e53,
product_variation,CK 1276,ck-1276,CK-1276,,CK-PALETTE,CK 1276,1,#9c7e5f,
product_variation,CK 1310,ck-1310,CK-1310,,CK-PALETTE,CK 1310,1,#a1bdc1,
product,Acrylit-ST палітра DK,palette-dk,DK-PALETTE,,,"DK 1114,DK 1115,DK 1119,DK 1122,DK 1127,DK 1133,DK 1134,DK 1145,DK 1200,DK 1235,DK 1279",1,,
product_variation,DK 1114,dk-1114,DK-1114,,DK-PALETTE,DK 1114,1,#e9d562,
product_variation,DK 1115,dk-1115,DK-1115,,DK-PALETTE,DK 1115,1,#eacd59,
product_variation,DK 1119,dk-1119,DK-1119,,DK-PALETTE,DK 1119,1,#fec95a,
product_variation,DK 1122,dk-1122,DK-1122,,DK-PALETTE,DK 1122,1,#eabd60,
product_variation,DK 1127,dk-1127,DK-1127,,DK-PALETTE,DK 1127,1,#f2ac72,
product_variation,DK 1133,dk-1133,DK-1133,,DK-PALETTE,DK 1133,1,#d58d58,
product_variation,DK 1134,dk-1134,DK-1134,,DK-PALETTE,DK 1134,1,#d28650,
product_variation,DK 1145,dk-1145,DK-1145,,DK-PALETTE,DK 1145,1,#9b4b3e,
product_variation,DK 1200,dk-1200,DK-1200,,DK-PALETTE,DK 1200,1,#b6c275,
product_variation,DK 1235,dk-1235,DK-1235,,DK-PALETTE,DK 1235,1,#64534d,
product_variation,DK 1279,dk-1279,DK-1279,,DK-PALETTE,DK 1279,1,#7a5c4f,
product,Acrylit-ST палітра PK,palette-pk,PK-PALETTE,,,"PK 1120,PK 1123,PK 1124,PK 1125,PK 1128,PK 1129,PK 1130,PK 1135,PK 1136,PK 1137,PK 1138,PK 1139,PK 1140",1,,
product_variation,PK 1120,pk-1120,PK-1120,,PK-PALETTE,PK 1120,1,#fac74c,
product_variation,PK 1123,pk-1123,PK-1123,,PK-PALETTE,PK 1123,1,#ebb94c,
product_variation,PK 1124,pk-1124,PK-1124,,PK-PALETTE,PK 1124,1,#e8ae43,
product_variation,PK 1125,pk-1125,PK-1125,,PK-PALETTE,PK 1125,1,#e6a838,
product_variation,PK 1128,pk-1128,PK-1128,,PK-PALETTE,PK 1128,1,#f59f5f,
product_variation,PK 1129,pk-1129,PK-1129,,PK-PALETTE,PK 1129,1,#f19452,
product_variation,PK 1130,pk-1130,PK-1130,,PK-PALETTE,PK 1130,1,#ec8e4b,
product_variation,PK 1135,pk-1135,PK-1135,,PK-PALETTE,PK 1135,1,#cc7d4c,
product_variation,PK 1136,pk-1136,PK-1136,,PK-PALETTE,PK 1136,1,#e8757e,
product_variation,PK 1137,pk-1137,PK-1137,,PK-PALETTE,PK 1137,1,#e56e77,
product_variation,PK 1138,pk-1138,PK-1138,,PK-PALETTE,PK 1138,1,#e25661,
product_variation,PK 1139,pk-1139,PK-1139,,PK-PALETTE,PK 1139,1,#d9424b,
product_variation,PK 1140,pk-1140,PK-1140,,PK-PALETTE,PK 1140,1,#d23544,
